City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition,Date
437,Ambilobe,MG,-13.2,49.05,79.12,70,21,5.23,few clouds,2021-10-30 14:58:36
438,Ewa Beach,US,21.3156,-158.0072,72.7,81,0,3.0,clear sky,2021-10-30 14:58:37
439,Skorodnoye,RU,51.071,37.2276,51.69,72,1,5.53,clear sky,2021-10-30 14:58:37
440,Tura,IN,25.5198,90.2201,66.06,62,0,2.48,clear sky,2021-10-30 14:58:37
441,Vardo,NO,70.3705,31.1107,37.51,76,46,15.21,scattered clouds,2021-10-30 14:58:38
442,Bismarck,US,46.8083,-100.7837,44.2,86,90,14.0,overcast clouds,2021-10-30 14:58:38
443,Kulhudhuffushi,MV,6.6221,73.07,80.42,81,100,6.91,overcast clouds,2021-10-30 14:58:39
444,Moerai,PF,-22.4333,-151.3333,71.53,60,14,15.9,few clouds,2021-10-30 14:58:39
445,Kruisfontein,ZA,-34.0033,24.7314,68.88,67,3,13.96,clear sky,2021-10-30 14:58:39
446,Port Hedland,AU,-20.3167,118.5667,71.65,83,0,5.75,clear sky,2021-10-30 14:58:40
447,Bibiani,GH,6.4635,-2.3194,91.45,44,98,4.83,overcast clouds,2021-10-30 14:58:40
448,Spearfish,US,44.4908,-103.8594,50.88,69,90,1.99,overcast clouds,2021-10-30 14:58:26
449,Praia,CV,14.9215,-23.5087,82.94,69,75,20.71,broken clouds,2021-10-30 14:58:41
450,Egvekinot,RU,66.3167,-179.1667,-3.66,87,80,9.8,broken clouds,2021-10-30 14:58:41
451,Havelock,US,34.8791,-76.9013,63.01,77,44,1.99,scattered clouds,2021-10-30 14:58:41
452,Itubera,BR,-13.7322,-39.1492,84.18,57,42,7.58,scattered clouds,2021-10-30 14:58:42
453,Waynesville,US,35.4887,-82.9887,50.74,89,100,4.0,overcast clouds,2021-10-30 14:58:15
454,Serabu,SL,7.7958,-12.0536,80.38,75,100,2.73,overcast clouds,2021-10-30 14:58:42
455,Formosa Do Rio Preto,BR,-11.0483,-45.1931,96.39,26,13,7.81,few clouds,2021-10-30 14:58:42
456,Shitkino,RU,56.3703,98.3543,41.05,63,100,9.46,overcast clouds,2021-10-30 14:58:43
457,Banjar,ID,-8.19,114.9675,78.66,89,100,2.28,overcast clouds,2021-10-30 14:58:43
458,Sorkjosen,NO,69.8,20.9333,34.09,80,100,8.97,overcast clouds,2021-10-30 14:58:43
459,Odienne,CI,9.51,-7.5692,87.58,53,46,3.47,scattered clouds,2021-10-30 14:58:44
460,Aiquile,BO,-18.2041,-65.1807,75.58,41,20,9.57,few clouds,2021-10-30 14:58:44
461,Winslow,US,35.0242,-110.6974,57.13,33,4,4.21,clear sky,2021-10-30 14:56:49
462,San Policarpo,PH,12.1791,125.5072,80.58,82,97,16.28,overcast clouds,2021-10-30 14:58:45
463,Hobyo,SO,5.3505,48.5268,81.46,68,24,15.08,few clouds,2021-10-30 14:58:45
464,Anqing,CN,30.5092,117.0506,63.23,57,1,4.18,light rain,2021-10-30 14:58:45
465,Naze,JP,28.3667,129.4833,68.04,77,7,7.47,clear sky,2021-10-30 14:58:46
466,Salamanca,ES,40.8333,-6.0,61.0,74,100,10.94,overcast clouds,2021-10-30 14:58:46
467,Tabuny,RU,52.7773,78.7896,32.04,87,45,8.16,scattered clouds,2021-10-30 14:58:46
468,Noshiro,JP,40.2039,140.0242,49.95,81,100,4.36,overcast clouds,2021-10-30 14:58:47
469,Arlit,NE,18.7369,7.3853,99.19,8,22,6.13,few clouds,2021-10-30 14:58:47
470,Kelo,TD,9.3086,15.8066,93.97,34,72,4.16,broken clouds,2021-10-30 14:58:48
471,Boa Vista,BR,2.8197,-60.6733,89.58,55,40,8.05,scattered clouds,2021-10-30 14:58:48
472,Sargur,IN,11.9833,76.4167,70.11,94,100,3.29,overcast clouds,2021-10-30 14:58:49
473,Cadillac,US,44.2519,-85.4012,48.11,81,75,8.05,broken clouds,2021-10-30 14:58:49
474,Ibra,OM,22.6906,58.5334,82.49,22,4,7.63,clear sky,2021-10-30 14:58:50
475,Coro,VE,11.4045,-69.6734,82.35,73,100,12.91,overcast clouds,2021-10-30 14:58:50
476,La Ferte-Bernard,FR,48.1863,0.6536,58.62,71,100,11.52,overcast clouds,2021-10-30 14:58:50
477,Hue,VN,16.4667,107.6,77.11,100,20,4.61,few clouds,2021-10-30 14:58:05
478,Miri,MY,4.4148,114.0089,80.74,94,40,3.44,light rain,2021-10-30 14:58:51
479,Bosaso,SO,11.2842,49.1816,82.38,78,20,14.97,few clouds,2021-10-30 14:58:51
480,Jinka,ET,5.65,36.65,74.19,45,70,5.46,broken clouds,2021-10-30 14:58:51
481,Torrington,US,41.8007,-73.1212,55.69,98,100,4.0,light rain,2021-10-30 14:58:52
482,Salinas,US,36.6777,-121.6555,58.69,89,77,2.01,broken clouds,2021-10-30 14:58:52
483,Dabakala,CI,8.3667,-4.4333,92.25,43,87,2.66,overcast clouds,2021-10-30 14:58:53
484,Skjervoy,NO,70.0311,20.9714,39.36,67,100,12.66,overcast clouds,2021-10-30 14:58:53
485,Limoges,FR,45.75,1.3333,63.16,72,75,12.66,broken clouds,2021-10-30 14:58:53
486,Kadaya,RU,50.9327,119.2911,24.06,37,5,1.92,clear sky,2021-10-30 14:58:54
487,Kalmunai,LK,7.4167,81.8167,80.01,81,66,7.74,broken clouds,2021-10-30 14:58:54
488,Akyab,MM,20.15,92.9,80.89,78,6,7.4,clear sky,2021-10-30 14:56:07
489,Praya,CV,14.9215,-23.5087,82.94,69,75,20.71,broken clouds,2021-10-30 14:58:55
490,Nelson Bay,AU,-32.7167,152.15,61.0,79,100,1.99,overcast clouds,2021-10-30 14:58:55
491,Gornopravdinsk,RU,60.05,69.9,23.47,95,100,4.79,light snow,2021-10-30 14:58:55
492,Codrington,AU,-38.2667,141.9667,43.07,91,0,6.96,clear sky,2021-10-30 14:58:56
493,Palasbari,IN,26.1361,91.5486,75.25,88,75,0.0,mist,2021-10-30 14:58:56
494,Gallup,US,35.5281,-108.7426,51.85,38,0,4.16,clear sky,2021-10-30 14:58:56
495,Naranjal,EC,-2.6667,-79.6167,82.53,64,55,3.83,broken clouds,2021-10-30 14:58:57
496,Inuvik,CA,68.3499,-133.7218,17.64,92,90,0.0,mist,2021-10-30 14:58:57
497,Mayo,US,38.8876,-76.5119,61.25,86,4,5.01,clear sky,2021-10-30 14:58:58
498,Boulsa,BF,12.6675,-0.5758,100.45,15,19,5.75,few clouds,2021-10-30 14:58:58
499,Winsum,NL,53.33,6.5208,56.21,31,100,22.06,overcast clouds,2021-10-30 14:57:03
500,Nunchia,CO,5.6406,-72.1986,77.77,85,86,5.1,overcast clouds,2021-10-30 14:58:58
501,Pevek,RU,69.7008,170.3133,1.02,94,100,6.22,overcast clouds,2021-10-30 14:58:59
502,Warkworth,NZ,-36.4,174.6667,65.41,96,100,10.67,light rain,2021-10-30 14:58:59
503,Cozumel,MX,20.5083,-86.9458,79.0,78,34,5.99,scattered clouds,2021-10-30 14:54:37
504,Opuwo,NA,-18.0607,13.84,91.17,18,84,13.06,broken clouds,2021-10-30 14:59:00
505,Chihuahua,MX,28.5,-106.0,63.54,25,0,3.36,clear sky,2021-10-30 14:54:52
506,Zima,RU,53.9202,102.0442,31.42,83,97,5.17,overcast clouds,2021-10-30 14:59:00
507,Mukhen,RU,48.1,136.1,40.41,71,100,3.11,overcast clouds,2021-10-30 14:59:01
508,Pimentel,PE,-6.8367,-79.9342,66.49,72,20,6.91,few clouds,2021-10-30 14:59:01
509,Nisia Floresta,BR,-6.0911,-35.2086,88.61,55,75,14.2,broken clouds,2021-10-30 14:59:02
510,Urusha,RU,54.05,122.9,21.7,57,15,2.68,few clouds,2021-10-30 14:59:02
511,Shimoda,JP,34.6667,138.95,56.1,65,83,1.45,broken clouds,2021-10-30 14:59:03
512,Chipinge,ZW,-20.1883,32.6236,84.97,24,2,4.32,clear sky,2021-10-30 14:59:03
513,Whitianga,NZ,-36.8333,175.7,62.02,97,100,12.35,light rain,2021-10-30 14:59:04
514,Magdug,PH,6.5476,126.0951,81.81,79,100,7.16,overcast clouds,2021-10-30 14:59:04
515,Ocampo,MX,21.65,-101.5,58.37,54,2,1.45,clear sky,2021-10-30 14:59:04
516,Skara,SE,58.3866,13.4384,51.53,91,100,1.99,overcast clouds,2021-10-30 14:59:05
517,Exeter,GB,50.7236,-3.5275,58.12,77,20,11.5,few clouds,2021-10-30 14:54:44
518,Sorgun,TR,39.8101,35.186,50.41,55,0,2.82,clear sky,2021-10-30 14:59:06
519,Broken Hill,AU,-31.95,141.4333,53.31,30,79,3.44,broken clouds,2021-10-30 14:59:06
520,Preobrazheniye,RU,42.9019,133.9064,51.8,87,100,6.42,overcast clouds,2021-10-30 14:59:06
521,Boyolangu,ID,-8.1181,111.8935,77.34,91,100,2.24,overcast clouds,2021-10-30 14:59:07
522,Matagami,CA,49.7502,-77.6328,32.11,100,1,3.44,clear sky,2021-10-30 14:59:07
523,Shizuishan,CN,39.2333,106.7694,44.76,38,0,5.23,clear sky,2021-10-30 14:59:07
524,Buala,SB,-8.145,159.5921,80.65,83,95,8.72,light rain,2021-10-30 14:59:08
525,Vanavara,RU,60.34,102.2797,34.36,87,100,13.18,overcast clouds,2021-10-30 14:59:08
526,College,US,64.8569,-147.8028,26.65,87,100,5.03,overcast clouds,2021-10-30 14:59:08
527,Anloga,GH,5.7947,0.8973,89.82,73,75,13.87,broken clouds,2021-10-30 14:59:09
528,Hamilton,US,39.1834,-84.5333,55.08,96,90,1.99,overcast clouds,2021-10-30 14:59:09
529,Port Antonio,JM,18.18,-76.4612,86.92,74,56,7.58,broken clouds,2021-10-30 14:59:09
530,Baghmara,IN,23.795,86.2085,74.55,57,73,5.32,broken clouds,2021-10-30 14:59:10
531,Chernolesskoye,RU,44.7156,43.7133,53.19,57,91,10.67,overcast clouds,2021-10-30 14:59:10
532,Elat,IL,29.5581,34.9482,85.84,48,88,6.91,overcast clouds,2021-10-30 14:59:10
533,Inongo,CD,-1.95,18.2667,79.39,68,18,0.83,few clouds,2021-10-30 14:59:11
534,Kaputa,ZM,-8.4689,29.6619,85.37,47,36,10.49,scattered clouds,2021-10-30 14:59:11
535,Sabang,ID,5.8933,95.3214,81.7,75,100,4.83,overcast clouds,2021-10-30 14:59:11
536,Oktyabrskoye,RU,43.0645,44.7417,44.74,87,75,11.18,broken clouds,2021-10-30 14:59:12
537,Pritzwalk,DE,53.1494,12.1741,55.58,54,95,13.06,overcast clouds,2021-10-30 14:59:12
538,Juneau,US,58.3019,-134.4197,41.22,92,90,12.66,light rain,2021-10-30 14:54:37
539,Toamasina,MG,-18.1667,49.3833,77.0,78,40,5.75,scattered clouds,2021-10-30 14:59:13
540,Mandalgovi,MN,45.7625,106.2708,30.52,72,7,5.19,clear sky,2021-10-30 14:59:13
541,Galesong,ID,-5.3166,119.3661,75.22,85,98,6.49,overcast clouds,2021-10-30 14:59:13
542,Mezen,RU,65.8522,44.24,27.9,98,100,3.58,overcast clouds,2021-10-30 14:59:14
543,Lucapa,AO,-8.4192,20.7447,79.66,60,98,1.79,overcast clouds,2021-10-30 14:59:14
544,Bath,GB,51.3779,-2.3591,57.88,84,38,10.16,scattered clouds,2021-10-30 14:55:40
545,Alice Springs,AU,-23.7,133.8833,62.15,72,90,6.91,overcast clouds,2021-10-30 14:59:10
546,Cravo Norte,CO,6.3017,-70.2041,77.47,87,100,2.98,overcast clouds,2021-10-30 14:59:15
547,Senador Jose Porfirio,BR,-2.5908,-51.9542,90.41,51,11,2.51,few clouds,2021-10-30 14:59:16
548,Kramat,ID,-8.1311,113.4499,76.24,94,77,1.43,broken clouds,2021-10-30 14:59:16
549,Yashkul,RU,46.1711,45.3435,50.41,55,0,7.45,clear sky,2021-10-30 14:59:16
550,Fereydun Kenar,IR,36.6864,52.5225,62.91,60,68,4.76,broken clouds,2021-10-30 14:59:17
551,Rodniki,RU,57.1051,41.7305,46.65,92,71,9.24,broken clouds,2021-10-30 14:59:17
552,Kashirskoye,RU,51.4194,39.6125,46.62,70,44,6.17,scattered clouds,2021-10-30 14:59:18
553,Hammerfest,NO,70.6634,23.6821,37.85,81,75,3.44,broken clouds,2021-10-30 14:59:18
554,Itapolis,BR,-21.5956,-48.8128,89.82,38,63,4.79,broken clouds,2021-10-30 14:59:18
555,Yarmouth,US,41.7057,-70.2286,60.15,95,90,10.0,overcast clouds,2021-10-30 14:54:24
556,Gizo,SB,-8.103,156.8419,82.69,76,36,7.0,scattered clouds,2021-10-30 14:59:19
557,Kieta,PG,-6.2167,155.6333,79.11,82,90,4.74,light rain,2021-10-30 14:59:19
558,Zhuhai,CN,22.2769,113.5678,76.05,83,20,14.97,light rain,2021-10-30 14:56:46
559,Henties Bay,NA,-22.116,14.2845,61.86,75,10,10.63,clear sky,2021-10-30 14:59:20
560,San Angelo,US,31.4638,-100.437,59.54,55,0,6.13,clear sky,2021-10-30 14:59:20
561,Legionowo,PL,52.4015,20.9266,62.26,54,0,1.01,clear sky,2021-10-30 14:55:38
562,Morros,BR,-9.4467,-46.3003,91.98,32,40,6.87,scattered clouds,2021-10-30 14:59:21
563,Upata,VE,8.0086,-62.3989,82.18,67,47,5.35,scattered clouds,2021-10-30 14:59:21
564,Nauchnyy Gorodok,RU,53.4203,83.521,32.86,100,75,8.95,mist,2021-10-30 14:59:21
565,Muswellbrook,AU,-32.2667,150.9,54.32,85,100,5.48,overcast clouds,2021-10-30 14:59:22
566,Hendaye,FR,43.3717,-1.7738,67.75,82,90,4.61,overcast clouds,2021-10-30 14:59:22
567,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,87,20,11.5,few clouds,2021-10-30 14:59:22
568,Kloulklubed,PW,7.0419,134.2556,83.35,79,100,13.2,light rain,2021-10-30 14:59:23
569,Gudivada,IN,16.45,80.9833,80.8,94,96,5.55,overcast clouds,2021-10-30 14:59:23
570,Luangwa,ZM,-15.6167,30.4167,95.88,20,13,5.88,few clouds,2021-10-30 14:59:23
571,Mirnyy,RU,62.5353,113.9611,24.08,94,100,8.75,light snow,2021-10-30 14:59:24
572,Margate,GB,51.3813,1.3862,58.71,71,91,1.99,overcast clouds,2021-10-30 14:59:09
573,Ishigaki,JP,24.3448,124.1572,75.96,77,52,15.37,broken clouds,2021-10-30 14:59:24
574,Tautira,PF,-17.7333,-149.15,75.22,77,26,15.5,light rain,2021-10-30 14:59:25
575,Tilichiki,RU,60.4667,166.1,8.13,96,55,7.43,broken clouds,2021-10-30 14:59:25
576,Lalibela,ET,12.0333,39.0333,61.52,32,10,8.84,clear sky,2021-10-30 14:59:25
577,Jerantut,MY,3.936,102.3626,74.16,98,63,0.78,broken clouds,2021-10-30 14:59:26
578,Narrabri,AU,-30.3167,149.7833,55.49,35,100,8.05,overcast clouds,2021-10-30 14:59:26
579,Kralendijk,BQ,12.15,-68.2667,79.16,84,100,15.55,overcast clouds,2021-10-30 14:59:27
580,Asilah,MA,35.465,-6.0348,82.26,79,100,18.16,overcast clouds,2021-10-30 14:55:10
581,Tual,ID,-5.6667,132.75,83.05,75,91,6.13,overcast clouds,2021-10-30 14:59:27
582,Chachapoyas,PE,-6.2317,-77.869,63.59,65,92,4.18,light rain,2021-10-30 14:59:28
583,Kroya,ID,-7.6331,109.2461,79.11,87,100,3.33,overcast clouds,2021-10-30 14:59:28
584,Pacific Grove,US,36.6177,-121.9166,58.28,94,59,1.01,broken clouds,2021-10-30 14:59:03
585,Zabol,AF,32.25,67.25,54.07,25,0,14.94,clear sky,2021-10-30 14:59:29
586,Chunskiy,RU,56.0815,99.6342,38.3,75,100,5.44,overcast clouds,2021-10-30 14:59:29
587,Siyabuswa,ZA,-25.1132,29.0445,89.19,12,2,12.97,clear sky,2021-10-30 14:59:30
588,Saint-Louis,SN,16.3333,-15.0,97.2,22,39,16.33,scattered clouds,2021-10-30 14:59:30
589,Kavaratti,IN,10.5669,72.642,82.36,69,100,2.3,overcast clouds,2021-10-30 14:59:31
590,Korem,ET,12.5058,39.5228,57.33,34,6,7.67,clear sky,2021-10-30 14:59:31
591,Det Udom,TH,14.906,105.0784,76.82,91,80,6.11,broken clouds,2021-10-30 14:59:31
592,Faya,SA,18.3851,42.4509,73.51,31,64,7.09,broken clouds,2021-10-30 14:59:32
593,Khuzhir,RU,53.1939,107.3397,34.05,69,20,7.61,few clouds,2021-10-30 14:59:32
594,Sainte-Rose,GP,16.3324,-61.6979,84.24,70,20,10.36,few clouds,2021-10-30 14:59:33
595,Kabo,CF,7.6994,18.629,90.55,46,97,2.06,overcast clouds,2021-10-30 14:59:33
596,Ballina,AU,-28.8667,153.5667,69.76,92,90,11.5,overcast clouds,2021-10-30 14:59:33
597,Nurota,UZ,40.5614,65.6886,50.09,43,100,4.29,overcast clouds,2021-10-30 14:59:34
598,Vazante,BR,-17.9869,-46.9078,86.07,40,99,7.74,overcast clouds,2021-10-30 14:57:04
599,Panama City,PA,8.9936,-79.5197,90.28,72,20,4.61,few clouds,2021-10-30 14:56:10
600,Bembereke,BJ,10.2283,2.6634,93.74,23,94,4.7,overcast clouds,2021-10-30 14:59:34
601,Ilhabela,BR,-23.7781,-45.3581,70.83,92,99,10.18,overcast clouds,2021-10-30 14:59:35
602,Reconquista,AR,-29.15,-59.65,94.15,29,5,5.77,clear sky,2021-10-30 14:59:35
603,Whitehorse,CA,60.7161,-135.0538,31.01,68,75,18.99,broken clouds,2021-10-30 14:59:36
604,Mugur-Aksy,RU,50.35,90.5,15.6,83,95,6.13,overcast clouds,2021-10-30 14:59:36
605,Qarchi Gak,AF,37.04,66.7889,59.09,39,4,5.39,clear sky,2021-10-30 14:59:36
606,Xinyang,CN,32.1228,114.0656,64.42,52,100,1.45,light rain,2021-10-30 14:59:37
607,Hanting,CN,36.7708,119.2108,58.44,67,1,2.91,clear sky,2021-10-30 14:59:37
608,Puerto Rondon,CO,6.2805,-71.1,78.66,85,96,3.89,overcast clouds,2021-10-30 14:59:38
609,Oksfjord,NO,70.2396,22.3479,38.32,84,100,8.19,overcast clouds,2021-10-30 14:59:38
610,Rocha,UY,-34.4833,-54.3333,72.93,70,100,11.25,overcast clouds,2021-10-30 14:59:38
611,Paea,PF,-17.6833,-149.5833,74.91,73,75,4.61,light rain,2021-10-30 14:59:39
612,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,79,40,3.44,scattered clouds,2021-10-30 14:59:39
613,Porto Novo,BJ,6.4965,2.6036,87.62,63,100,9.08,overcast clouds,2021-10-30 14:59:39
614,Khalkhal,IR,37.6189,48.5258,45.23,91,98,5.64,overcast clouds,2021-10-30 14:59:40
615,Mareeba,AU,-17.0,145.4333,70.52,95,25,1.7,scattered clouds,2021-10-30 14:59:40
616,Avera,US,33.194,-82.5271,61.72,64,63,13.04,broken clouds,2021-10-30 14:59:41
617,Cheremshan,RU,54.6667,51.5,44.55,91,100,9.66,overcast clouds,2021-10-30 14:59:41
618,Fare,PF,-16.7,-151.0167,77.83,71,2,16.73,light rain,2021-10-30 14:59:41
619,Riyadh,SA,24.6877,46.7219,86.14,29,73,9.98,broken clouds,2021-10-30 14:58:40
620,Bullhead City,US,35.1478,-114.5683,68.27,39,1,0.0,clear sky,2021-10-30 14:59:42
621,Rio Gallegos,AR,-51.6226,-69.2181,53.65,35,0,11.5,clear sky,2021-10-30 14:59:42
622,Naples,IT,40.8333,14.25,69.51,61,75,2.3,broken clouds,2021-10-30 14:59:13
623,Katangli,RU,51.7102,143.2326,32.18,80,100,19.93,light snow,2021-10-30 14:59:43
624,Cobija,BO,-11.0267,-68.7692,86.18,74,20,6.91,few clouds,2021-10-30 14:59:43
625,Meadow Lake,US,34.8014,-106.5436,60.69,30,0,2.19,clear sky,2021-10-30 14:59:43
626,Altay,CN,47.8667,88.1167,37.49,70,95,6.13,overcast clouds,2021-10-30 14:59:44
627,Kindu,CD,-2.95,25.95,79.52,87,100,1.61,light rain,2021-10-30 14:59:44
628,Andijon,UZ,40.7821,72.3442,48.06,37,1,1.9,clear sky,2021-10-30 14:59:44
629,Nicoya,CR,10.1483,-85.452,78.35,88,100,2.57,overcast clouds,2021-10-30 14:59:45
630,Guarapari,BR,-20.6667,-40.4975,73.29,95,100,8.52,overcast clouds,2021-10-30 14:59:21
631,Ous,RU,60.9058,61.5186,19.83,99,79,4.52,broken clouds,2021-10-30 14:59:45
632,Novoorsk,RU,51.381,58.9813,41.65,68,96,17.54,overcast clouds,2021-10-30 14:59:46
633,Berezovyy,RU,51.6667,135.7,27.72,86,95,3.58,overcast clouds,2021-10-30 14:59:46
634,Yumen,CN,40.2833,97.2,42.21,36,5,6.89,clear sky,2021-10-30 14:59:46
635,Port Augusta,AU,-32.5,137.7667,57.34,57,54,6.76,broken clouds,2021-10-30 14:59:47
636,Draguignan,FR,43.5333,6.4667,56.52,91,100,12.66,light intensity drizzle,2021-10-30 14:59:47
637,Norfolk,US,42.1668,-71.2495,59.31,96,90,9.22,mist,2021-10-30 14:56:32
638,Pangnirtung,CA,66.1451,-65.7125,32.0,100,90,2.3,snow,2021-10-30 14:59:47
639,Barra,BR,-11.0894,-43.1417,89.44,35,1,4.12,clear sky,2021-10-30 14:59:48
640,Esmeraldas,BR,-19.7625,-44.3139,82.51,49,87,5.84,overcast clouds,2021-10-30 14:59:48
641,Montepuez,MZ,-13.1256,38.9997,90.61,25,18,4.47,few clouds,2021-10-30 14:59:49
642,Port Macquarie,AU,-31.4333,152.9167,58.89,94,90,12.66,light rain,2021-10-30 14:59:49
643,Tamiahua,MX,21.2667,-97.45,76.35,68,34,3.94,scattered clouds,2021-10-30 14:59:49
644,Kamalpur,IN,24.2,91.8333,70.61,78,0,1.43,clear sky,2021-10-30 14:59:50
645,Taman,RU,45.2117,36.7161,52.12,61,0,18.41,clear sky,2021-10-30 14:59:50
646,Itarema,BR,-2.9248,-39.9167,85.19,59,49,14.58,scattered clouds,2021-10-30 14:59:50
647,Samokov,BG,42.3333,23.55,49.68,81,0,3.2,clear sky,2021-10-30 14:59:51
648,Inhambane,MZ,-23.865,35.3833,75.18,64,40,15.99,scattered clouds,2021-10-30 14:59:51
649,Ixtapa,MX,20.7,-105.2,80.22,86,6,1.01,clear sky,2021-10-30 14:59:52
650,Shingu,JP,33.7333,135.9833,61.21,86,100,4.94,overcast clouds,2021-10-30 14:59:52
651,Tegh,AM,39.5579,46.4772,41.43,87,100,1.12,overcast clouds,2021-10-30 14:59:52
652,Mondeville,FR,49.175,-0.3224,59.74,67,20,11.5,few clouds,2021-10-30 14:59:53
653,Barcelos,PT,41.5388,-8.6151,65.91,79,88,8.12,overcast clouds,2021-10-30 14:59:12
654,Banda Aceh,ID,5.5577,95.3222,79.0,81,100,4.52,overcast clouds,2021-10-30 14:59:53
655,Varkkallai,IN,8.7341,76.7067,78.58,90,100,5.39,light rain,2021-10-30 14:59:53
656,Engels,RU,51.5,46.1167,50.47,68,98,3.0,overcast clouds,2021-10-30 14:59:54
657,Darnah,LY,32.767,22.6367,71.22,68,22,12.5,few clouds,2021-10-30 14:59:54
658,Aksarka,RU,66.5606,67.7975,-0.92,93,50,6.29,scattered clouds,2021-10-30 14:59:55
